Unnamed: 0,Price,Rating,Num_of_ratings,Category,cleaned_name
369,619.0,5.0,11,Musical instruments,kavana keys piano toy with microphone usb power cab
370,659.0,3.8,390,Musical instruments,magicwand a key piano keyboard toy with recordi
371,1.0,2.0,11,Musical instruments,gam collection keys electronic piano keyboard with l
372,858.0,2.0,59,Musical instruments,sagaft a kids piano keyboard piano for kids with mic
373,631.0,3.8,72,Musical instruments,radhe flutes c natural right hand with velvet cover pvc
374,582.0,4.0,112,Musical instruments,amg music cm with head tambourine
375,631.0,1.0,5,Musical instruments,kavana big fun piano kids and adult piano keyboard
376,626.0,3.7,1126,Musical instruments,syga kalimbaretrotonewithcase thumb piano kalimba
377,756.0,3.0,15,Musical instruments,ziddjeet a piano keyboard with recording mic mobi
378,291.0,3.0,24,Musical instruments,techblaze metal alloy string acoustic guitar clutch g
379,388.0,3.5,15,Musical instruments,syga thumb piano kalimba tone keys finger piano kali
380,701.0,4.0,140,Musical instruments,samenterprise key piano keyboard toy for kids with m
381,1.0,5.0,18,Musical instruments,just keys combo key piano keyboard with recordi
382,679.0,4.0,151,Musical instruments,pezyox electronic piano keyboard with keys and with
383,283.0,4.2,67,Musical instruments,amg music cm with head tambourine
384,1.0,4.3,113,Musical instruments,music mantra color manjira set iron musical instrumen
385,625.0,3.8,7,Musical instruments,amg music cm with head tambourine
386,1.0,4.8,30,Musical instruments,haulsale bf key piano keyboard toy with power op
387,586.0,4.3,28,Musical instruments,stybits a kids piano keyboard piano for kids with m
388,352.0,4.6,20,Musical instruments,vaasu online jheka cm jhika tambourine hand percu
389,155.0,3.9,5,Musical instruments,kavana piano keyboard with recording and mic and mobile
390,377.0,4.0,10,Musical instruments,tern key piano keyboard toy with recording and mic a
391,621.0,3.9,392,Musical instruments,amg music cm with head tambourine
392,659.0,4.7,395,Musical instruments,shamsa a piano toy with microphone usb power cable
393,346.0,4.3,5,Musical instruments,mocking bird cm with head tambourine
394,636.0,4.3,3,Musical instruments,mocking bird cm with head tambourine
395,651.0,3.8,1423,Musical instruments,kavana musical piano for kids with micrecording music
396,368.0,3.8,5,Musical instruments,kavana piano keyboard piano for kids with microphone p
397,699.0,4.2,59,Musical instruments,kavana piano keyboard for kids with microphone portable
398,340.0,3.7,4,Musical instruments,just kids key piano keyboard with recording mic
399,279.0,3.7,62,Musical instruments,just kids key piano keyboard with recording mic
400,990.0,3.9,52,Musical instruments,polo cm with head tambourine
401,678.0,4.2,18,Musical instruments,polo cm with head tambourine
402,674.0,3.9,6,Musical instruments,star venture keys kids and adult piano keyboard bf
403,646.0,3.8,5,Musical instruments,dhinchak kartal khadtaal pair indian musical percus
404,646.0,3.4,3,Musical instruments,gam collection kids key piano keyboard with recordin
405,210.0,3.2,46,Musical instruments,gam collection kids key piano keyboard with recordin
406,340.0,4.0,66,Musical instruments,gam collection keys electronic piano keyboard with l
407,822.0,4.1,22,Musical instruments,gam collection kids key piano keyboard with recordin
408,198.0,3.2,6,Musical instruments,gam collection kids key piano keyboard with recordin
409,701.0,3.8,4,Musical instruments,gam collection kids key piano keyboard with recordin
410,701.0,1.0,106,Musical instruments,gam collection kids key piano keyboard with recordin
411,701.0,1.0,26,Musical instruments,gam collection kids key piano keyboard with recordin
412,701.0,3.9,24,Musical instruments,sagaft a kids piano keyboard piano for kids with mic
413,701.0,5.0,65,Musical instruments,radhe flutes c natural right hand with velvet cover pvc
414,701.0,5.0,98,Musical instruments,gam collection kids key piano keyboard with recordin
415,676.0,3.2,30,Musical instruments,gam collection kids key piano keyboard with recordin
416,701.0,1.0,3,Musical instruments,gam collection battery operatedmobile charger power op
417,621.0,1.0,1423,Musical instruments,rmze cm with head tambourine
418,625.0,3.7,59,Musical instruments,techblaze metal alloy string acoustic guitar clutch g
419,674.0,5.0,4,Musical instruments,gt manufacturers professional mango wood dholak bhajan
420,636.0,5.0,8,Musical instruments,ram musical bugchubughdugupchupbughdu kartal inst
421,678.0,3.4,71,Musical instruments,nsr professional bongo drum musical instrument wood
422,756.0,5.0,6,Musical instruments,ram musical rmhbkk kartal instrument
423,291.0,5.0,3,Musical instruments,ekta musical gingle pcs kartal instrument
424,701.0,4.0,8,Musical instruments,maga mart cm with head tambourine
425,705.0,4.2,15,Musical instruments,syga thumb piano kalimba tone keys finger musical wi
426,701.0,4.4,21,Musical instruments,music galaxy manjira w jhika kartal instrument
427,348.0,4.3,3,Musical instruments,maga mart cm with head tambourine
428,283.0,4.8,1423,Musical instruments,onneyretail hand percussion khartal kartal instrument k
429,2.0,3.9,21,Musical instruments,star venture the best to you kidsadult piano keyboard
430,686.0,4.2,328,Musical instruments,amg music cm with head tambourine
431,509.0,4.8,522,Musical instruments,music mantra cm with head tambourine
432,300.0,3.5,770,Musical instruments,musical empires kartal professional jhika sound classic
433,249.0,2.0,248,Musical instruments,akshar tabla mart cm headless tambourine
434,176.0,2.3,368,Musical instruments,music mantra cm headless tambourine
435,1.0,4.5,110,Musical instruments,mocking bird cm with head tambourine
436,297.0,4.1,548,Musical instruments,mocking bird cm headless tambourine
437,290.0,4.2,262,Musical instruments,mocking bird cm headless tambourine
438,147.0,4.5,388,Musical instruments,sg musical cm with head tambourine
439,1.0,3.8,23,Musical instruments,mayur musical maracas musical instrument jhunjhuna toys
440,241.0,4.1,8073,Musical instruments,rmze cm with head tambourine
441,260.0,4.3,232,Musical instruments,rmze cm with head tambourine
442,285.0,4.0,103,Musical instruments,star venture kids learning portable keyboard piano rec
443,695.0,4.1,843,Musical instruments,music mantra cm headless tambourine
444,523.0,4.1,2930,Musical instruments,music mantra cm headless tambourine
445,344.0,4.2,724,Musical instruments,music mantra cm with head tambourine
446,647.0,4.1,252,Musical instruments,bestbrother cm with head tambourine
447,245.0,3.0,1791,Musical instruments,music mantra cm with head tambourine
448,283.0,3.0,447,Musical instruments,bestbrother cm with head tambourine
449,516.0,4.1,919,Musical instruments,bestbrother cm with head tambourine
450,1.0,5.0,8,Musical instruments,bestbrother cm headless tambourine
451,1.0,5.0,116,Musical instruments,music mantra cm with head tambourine
452,828.0,4.1,80,Musical instruments,sagaft a kids piano keyboard piano for kids with mic
453,279.0,5.0,22,Musical instruments,radhe flutes c natural right hand with velvet cover pvc
454,641.0,5.0,992,Musical instruments,star venture toys electronic musical instruments key
455,346.0,4.2,223,Musical instruments,music galaxy foot tambourie kartal instrument
456,198.0,5.0,4394,Musical instruments,music galaxy ghar double hand kartal instrument
457,405.0,5.0,6,Musical instruments,music galaxy ghar jhika w manjira kartal instrument
458,139.0,3.8,2592,Sports,autosite sports arm sleeves boost performance comfort
459,99.0,3.7,3999,Sports,fitness scout pairs sun protection cooling sports exe
460,792.0,3.9,34,Sports,zugatti mirrored polarized uv protection sport sungla
461,297.0,4.1,217,Sports,bingo sports goggles uv protections fully eyes safety
462,722.0,3.9,34,Sports,zugatti mirrored polarized uv protection sport sungla
463,97.0,3.7,444,Sports,gjshop pairs sun protection cooling sports exercising
464,288.0,3.7,53,Sports,zugatti uv protected mirrored for cricket cycling ru
465,600.0,3.7,6,Sports,bingo mirrored gradient polarized uv protection wra
466,455.0,4.0,9,Sports,bingo polarized riding glasses sports wraparound sun
467,299.0,3.7,2753,Sports,sportolume sports goggles uv protections fully eyes saf
468,213.0,3.7,12770,Sports,knk double shaft florescentv racket pack of with pi
469,145.0,3.8,1553,Sports,fitness scout sun protection sports driving hand cove
470,749.0,4.6,41,Sports,zugatti polarized riding glasses sports wraparound s
471,277.0,4.1,2881,Sports,zugatti mirrored polarized uv protection sport sungla
472,352.0,3.8,374,Sports,prikli multisport gear for kids protective small cycli
473,277.0,3.7,1082,Sports,akayi uv protection sports goggles for boys cricket gog
474,398.0,3.6,365,Sports,silvers fire badminton combo rackets with shuttle p
475,357.0,4.0,900,Sports,knk hard plastic cricket kit for years kids bat
476,169.0,3.7,3034,Sports,nj fitto lets slim cool summer sports sleeves for men a
477,158.0,4.0,192,Sports,leader arm sleeves for men women uv protection hand s
478,198.0,3.9,34,Sports,shopeleven breathable antislip work gloves for sports
479,165.0,4.1,57,Sports,ajro deal arm sleeves with stretchable material for rid
480,158.0,4.7,3,Sports,rbsock cricket sport arms protective glove cg cyclin
481,761.0,4.1,2430,Sports,zugatti mirrored polarized uv protection sport sungla
482,267.0,4.2,307,Sports,cereto black military sport googles mirrored sunglass
483,937.0,3.8,1194,Sports,my sports ibex green wicket keeping gloves with match b
484,329.0,3.8,1194,Sports,boldfit cricket bat indoor outdoor turf bat plastic ten
485,233.0,3.8,1194,Sports,pro anti fog goggles silicon cap earplugs with nos
486,355.0,3.6,32,Sports,prikli multi sport gear for kids teens large yrs
487,384.0,4.1,25,Sports,prikli multi sport gear for kids teens large yrs
488,384.0,4.0,36,Sports,prikli multi sport gear for kids teens large yrs
489,599.0,3.7,1100,Sports,hk sport toys pcredball inner gloves leather
490,1.0,3.4,25,Sports,usi boxing gloves punching gloves mpu lite contest
491,151.0,3.9,77,Sports,rbsock cricket sport arms protective glove cg cyclin
492,304.0,3.5,22,Sports,lavenir protective skating cycling guard kit multi
493,351.0,3.8,2592,Sports,prikli multi sport gear for kids teens small yrs
494,357.0,5.0,3999,Sports,dcs pro sports in skating cycling multi sport p
495,130.0,5.0,483,Sports,rbsock cricket sport arms protective glove cg cyclin
496,377.0,4.1,15,Sports,adonyx arm sleeves with balaclava face mask cooling spo
497,153.0,2.0,444,Sports,rbsock cricket sport arms protective glove cg cyclin
498,357.0,2.0,3330,Sports,autosite sports arm sleeves boost performance comfort
499,1.0,3.6,6,Sports,fitness scout pairs sun protection cooling sports exe
500,158.0,4.0,100,Sports,pheonix adjustable hand gripper with solo tennis traine
501,213.0,1.0,2753,Sports,pheonix skipping rope solo tennis trainer rebound bal
502,130.0,3.7,5069,Sports,rbgiit nylon and rubber material sport gloves speical w
503,139.0,4.0,92,Sports,senotey yellow black black red red black blue
504,99.0,1.0,1433,Sports,gjshop pairs sun protection cooling sports exercising
505,357.0,3.9,5,Sports,viel spiel high quality inline have different size wit
506,310.0,1.0,81,Sports,sas sports pack of large football bib
507,565.0,1.0,1364,Sports,neo strike gloves for tennis cricket multisports wic
508,859.0,3.8,45491,Sports,knk double shaft florescentv racket pack of with pi
509,97.0,3.7,35,Sports,ajro deal special in multifunction bicycle tools
510,878.0,4.1,43,Sports,rbsock cricket sport arms protective glove cg cyclin
511,557.0,4.3,374,Sports,arrowmax agility ladder meter pc training cone
512,452.0,3.7,299,Sports,fitnesstricks selfstudy training tennis trainer reboun
513,213.0,3.8,74,Sports,nios sports pvc speed hurdles
514,130.0,3.5,13,Sports,kidsmate cruiser foldable wheel kick scooter for
515,130.0,3.9,115,Sports,greenlife tarpauline sheet waterproof cover tent for
516,519.0,3.7,22619,Sports,pluspicks trainer rebound ball solo tennis training equ
517,262.0,3.9,13,Sports,chs complete speed and agility training set for menwom
518,605.0,4.3,2173,Sports,myhoodwink best smart kick scooter for kids brakes le
519,874.0,3.9,48,Sports,victory unfilled heavy premium boxing bag with boxing h
520,608.0,3.8,95,Sports,arrowmax self tennis training solo practice portable re
521,399.0,4.8,2592,Sports,la otter for cycling cycling gloves
522,1.0,4.0,3999,Sports,rsn sports inch cones pack space markers and
523,998.0,3.8,3252,Sports,fitness scout full hand cover sleeves for running cycli
524,546.0,4.5,11,Sports,knk hard plastic cricket kit for years kids bat
525,245.0,3.7,1444,Sports,freshdcart freshdcart digit tally electronic finger c
526,574.0,3.8,444,Sports,proactive sports fitness agility ladder meter
527,222.0,4.2,3330,Sports,zaysoo half finger gloves unisex motorcycle bicycle cyc
528,357.0,4.2,7,Sports,freshdcart tally counter digital tally counter
529,214.0,4.0,12,Sports,adonyx lock cable locks with complimentary mounting bra
530,440.0,4.5,2753,Sports,zaysoo half finger gloves unisex motorcycle bicycle cyc
531,436.0,4.0,5069,Sports,zugatti uv protection riding glasses sports wraparou
532,348.0,4.0,1194,Sports,boldfire tennis trainer rebound ball kit for beginners
533,144.0,4.2,127,Sports,zugatti uv protected mirrored for cricket cycling ru
534,433.0,4.1,1194,Sports,boldfit soft light weight turf gully cricket ground hig
535,432.0,4.4,81,Sports,kyk compression tshirt top full sleeve sports lycra sk
536,332.0,3.8,92,Sports,lp london paree cricket sport arms protective glove cg
537,288.0,5.0,1433,Sports,divulge duffle bag yoga bag gym bags sports bag for m
538,60.0,5.0,58,Sports,autosite sports arm sleeves boost performance comfort
539,461.0,4.8,146,Sports,fitness scout pairs sun protection cooling sports exe
540,212.0,5.0,81,Sports,glitter cotton cricket multipurpose hand protect reusa
541,215.0,5.0,1364,Sports,proberos sport compression sock shin guards set knee hi
542,357.0,3.9,152,Sports,proberos uv protection bandana combo for men cooling ar
543,998.0,5.0,1296,Sports,zitronix big frame water sport goggles with leakproof s
544,452.0,5.0,213,Sports,gjshop pairs sun protection cooling sports exercising
545,215.0,4.4,143,Sports,viel spiel high quality inline have different size wit
546,874.0,5.0,87,Sports,cereto yellow and black sport googles mirrored sunglass
547,139.0,1.0,88,Sports,dikuji enterprise sport accessories for kids table ten
548,99.0,4.3,88,Sports,knk double shaft florescentv racket pack of with pi
549,193.0,5.0,25,Sports,ajro deal special in multifunction bicycle tools
550,599.0,4.0,1100,Sports,prikli multi sport gear for kids teens large yrs
551,424.0,3.8,11,Sports,nivia raptor torrido goalkeeping gloves
552,585.0,3.7,67,Sports,prikli multi sport gear for kids teens large yrs
553,97.0,3.7,240,Sports,countrylink indoor outdoor table tennis selftraining
554,878.0,4.2,3252,Sports,kidsmate cruiser foldable wheel kick scooter for
555,286.0,4.1,25,Sports,greenlife tarpauline sheet waterproof cover tent for
556,274.0,3.7,16,Sports,kohip karate gloves moulid boxing gloves
557,213.0,3.8,87,Sports,prikli multi sport gear orange skating and cycling helm
558,130.0,4.0,72,Sports,myhoodwink best smart kick scooter for kids brakes le
559,384.0,4.2,2592,Sports,victory unfilled heavy premium boxing bag with boxing h
560,1.0,3.7,3999,Sports,qoya black arm sleeve cycling gloves
561,380.0,3.9,72,Sports,nivia se junior
562,627.0,3.8,26,Sports,rbgiit nylon and rubber material sport gloves speical w
563,874.0,4.0,140,Sports,glitter yard x wicket keeping gloves fully leather pa
564,608.0,3.8,476,Sports,nivia combo fbar world fest football bp air
565,482.0,3.6,444,Sports,countrylink indoor outdoor table tennis selftraining
566,363.0,4.3,2173,Sports,countrylink indoor outdoor table tennis selftraining
567,998.0,3.9,3252,Sports,usi boxing gloves punching gloves mpu lite contest
568,546.0,4.2,30,Sports,lavenir protective skating cycling guard kit multi
569,202.0,3.7,2753,Sports,prikli multi sport gear for kids protective helmet kit
570,279.0,4.8,12770,Sports,supreme hockey player gloves blackorange size large l
571,258.0,4.0,30,Sports,onex boxing glove for boys and girls with mouth guard b
572,699.0,3.8,15,Sports,glitter cotton cricket multipurpose protect reusable b
573,705.0,4.2,5069,Sports,prikli multi sport gear for kids teens small yrs
574,473.0,3.8,92,Sports,dcs pro sports in skating cycling multi sport p
575,473.0,4.0,619,Sports,vector x vxbibs pack of small football hockey bib
576,1.0,4.1,619,Sports,lavenir protective skating cycling guard kit multi
577,317.0,3.5,1433,Sports,mayor sports bib pack of size large football hock
578,424.0,3.5,2881,Sports,autosite sports arm sleeves boost performance comfort
579,492.0,4.1,78,Sports,fitness scout pairs sun protection cooling sports exe
580,430.0,3.7,122,Sports,mayor sports bib pack of size large football hock
581,193.0,4.0,11,Sports,mrt sports space marker pack of
582,351.0,4.3,17,Sports,henco cricket wicket keeping gloves youth wicket keep
583,382.0,4.0,81,Sports,zaysoo boxing hand tape boxing hand wrap boxing gloves
584,774.0,3.7,374,Sports,gjshop pairs sun protection cooling sports exercising
585,310.0,3.4,20,Sports,boldfit soft light weight turf gully cricket ground hig
586,1.0,4.4,20,Sports,glitter cotton cricket multipurpose hand protect reusa
587,1.0,3.8,299,Sports,lavenir sports in skating cycling multi sport
588,998.0,4.4,20,Sports,knk double shaft florescentv racket pack of with pi
589,317.0,4.1,116,Sports,fitness scout sun protection sports driving hand cove
590,774.0,2.0,20,Sports,lavenir sports in skating cycling multi sport
591,874.0,2.0,3,Sports,bunny fit nylon tshirts for unisex sports tshirts g
592,139.0,4.8,47,Sports,bunny fit polyester spandex tshirts for unisex sports
593,99.0,5.0,22,Sports,vector x vxbibs xlarge football hockey bib
594,1.0,5.0,3,Sports,ajro deal special in multifunction bicycle tools
595,258.0,3.7,2592,Sports,kidsmate cruiser foldable wheel kick scooter for
596,485.0,4.0,2225,Sports,alksha sports shrija sport pvc football size football
597,198.0,3.0,5316,Sports,alksha sports alksha sport football size multicolor
598,97.0,4.4,4385,Sports,greenlife tarpauline sheet waterproof cover tent for
599,59.0,5.0,24872,Sports,silvers fire badminton combo rackets with shuttle p
600,193.0,5.0,26544,Sports,kobo gkg professional football goal latex keeper glo
601,410.0,4.3,3999,Sports,kobo gkg professional football goal latex keeper glo
602,213.0,5.0,444,Sports,mayor sports bib pack of size small football hock
603,145.0,4.0,5342,Sports,lavenir sports fitness meter rungs speed agil
604,445.0,3.8,2173,Sports,myhoodwink best smart kick scooter for kids brakes le
605,168.0,3.7,2753,Sports,knk hard plastic cricket kit for years kids bat
606,130.0,4.4,9577,Sports,sas sports pack of medium football bib
607,874.0,4.0,5315,Sports,sas sports pack of medium football bib
608,446.0,3.7,9275,Sports,freshdcart freshdcart digit tally electronic finger c
609,519.0,3.8,3423,Sports,sas sports pack of medium football bib
610,608.0,3.7,12770,Sports,proactive protective skating cycling guard kit mult
611,398.0,4.2,5069,Sports,style eva biker safety goggles cycling sunglasses glass
612,1.0,3.7,1403,Sports,styrkr protective skating cycling guard kit multi s
613,1.0,3.8,92,Sports,divulge achiever daypack sports bsg drawstring bag yog
614,1.0,3.7,1433,Sports,prikli multi sport skating and cycling protection set
615,691.0,3.7,11858,Sports,fitcozi small drawstring ball bag mesh foldable sport
616,998.0,3.8,8056,Sports,sas sports pack of large football bib
617,357.0,3.4,1639,Sports,shifter compression cycling gym running and other s
618,1.0,3.9,1453,Sports,autosite sports arm sleeves boost performance comfort
619,1.0,4.3,81,Sports,adonyx function waterproof bicycle computer odometer
620,214.0,3.6,2255,Sports,urban terrain pro high performance mountain cycles for
621,1.0,3.6,3547,Sports,leosportz bicycle atom mudguard with reflective tape b
622,320.0,3.9,10371,Sports,nivia pro grip basketball size
623,509.0,4.1,2122,Sports,mayor sammy football size
624,480.0,4.1,9591,Sports,fitness scout pairs sun protection cooling sports exe
625,234.0,4.1,7321,Sports,gjshop pairs sun protection cooling sports exercising
626,384.0,4.4,12574,Sports,krishyam person automatic double door camping ten
627,198.0,4.4,19713,Sports,apacs counter attack g lbs red black unstrung b
628,1.0,4.8,2090,Sports,boldfit soft light weight turf gully cricket ground hig
629,236.0,3.8,1797,Sports,knk double shaft florescentv racket pack of with pi
630,357.0,4.2,7815,Sports,hundred cosmogear
631,998.0,4.2,940,Sports,knk double shaft badminton kit of with pc nylon shu
