Unnamed: 0,Price,Rating,Num_of_ratings,Category,cleaned_name
230,1.0,4.3,9,Home Appliances,hilton by hilton electric electric vegetable fruit ch
489,599.0,3.7,1100,Sports,hk sport toys pcredball inner gloves leather
378,291.0,3.0,24,Musical instruments,techblaze metal alloy string acoustic guitar clutch g
288,448.0,3.9,67378,Home Appliances,usha w dry iron
418,625.0,3.7,59,Musical instruments,techblaze metal alloy string acoustic guitar clutch g
391,621.0,3.9,392,Musical instruments,amg music cm with head tambourine
498,357.0,2.0,3330,Sports,autosite sports arm sleeves boost performance comfort
138,89.0,4.0,8,Food essentials,konfiz iff american icecream soda flavouressence amer
62,254.0,4.1,147,Food essentials,bake king ice cream vanilla flavour essence for baking
471,277.0,4.1,2881,Sports,zugatti mirrored polarized uv protection sport sungla
128,210.0,4.3,69,Food essentials,puramio whipping cream powder icing
625,234.0,4.1,7321,Sports,gjshop pairs sun protection cooling sports exercising
520,608.0,3.8,95,Sports,arrowmax self tennis training solo practice portable re
64,160.0,4.8,244,Food essentials,papilon concentrated gel food colour pack of gm x
14,121.0,4.5,44,Food essentials,haribas sun dried rose petals gulab patti g for he
156,218.0,4.2,2631,Food essentials,pedigree adult chicken milk kg dry young dog food
40,97.0,4.1,143,Food essentials,nature stuff premium quality natural citric acid
492,304.0,3.5,22,Sports,lavenir protective skating cycling guard kit multi
379,388.0,3.5,15,Musical instruments,syga thumb piano kalimba tone keys finger piano kali
187,18.0,4.1,33864,Home Appliances,whirlpool kg fully automatic top load washing machi
216,2.0,4.0,31049,Home Appliances,home tree water heater w shock proof immersion rod
52,233.0,4.4,1420,Food essentials,foodemporium active dry yeast instant dry yeast g
337,421.0,3.8,10,Musical instruments,aoko cm headless tambourine
295,552.0,4.3,3954,Home Appliances,orient electric panache plus dipcplp w dry iron
251,22.0,4.4,86082,Home Appliances,nova plus amaze ni w dry iron
461,297.0,4.1,217,Sports,bingo sports goggles uv protections fully eyes safety
455,346.0,4.2,223,Musical instruments,music galaxy foot tambourie kartal instrument
629,236.0,3.8,1797,Sports,knk double shaft florescentv racket pack of with pi
269,7.0,4.0,362636,Home Appliances,whirlpool model ton star split inverter ac
201,599.0,3.7,13,Home Appliances,homeda rechargeable mini electric chopper stainless s
161,167.0,4.1,244,Food essentials,active buy get ocean fish kg dry adult cat food
555,286.0,4.1,25,Sports,greenlife tarpauline sheet waterproof cover tent for
401,678.0,4.2,18,Musical instruments,polo cm with head tambourine
476,169.0,3.7,3034,Sports,nj fitto lets slim cool summer sports sleeves for men a
105,55.0,4.2,47,Food essentials,pramix dark chocolate chips choco chips for baking i
565,482.0,3.6,444,Sports,countrylink indoor outdoor table tennis selftraining
389,155.0,3.9,5,Musical instruments,kavana piano keyboard with recording and mic and mobile
1,209.0,4.4,3144,Food essentials,nakpro cocoa powder unsweetened alkalized g pro
588,998.0,4.4,20,Sports,knk double shaft florescentv racket pack of with pi
561,380.0,3.9,72,Sports,nivia se junior
80,30.0,4.3,26,Food essentials,nature stuff premium quality natural citric acid
205,16.0,4.1,33864,Home Appliances,whirlpool kg fully automatic top load washing machi
34,150.0,4.1,1314,Food essentials,puramate decoration sprinkle compound chips treat choco
508,859.0,3.8,45491,Sports,knk double shaft florescentv racket pack of with pi
427,348.0,4.3,3,Musical instruments,maga mart cm with head tambourine
454,641.0,5.0,992,Musical instruments,star venture toys electronic musical instruments key
366,617.0,3.8,2274,Musical instruments,amaflip kybrds keys kids and adult piano keyboard
91,339.0,4.0,34,Food essentials,groly organic lemon powder citric acid powder
339,1.0,2.3,3,Musical instruments,just key piano keyboard toy for kids p dc power
564,608.0,3.8,476,Sports,nivia combo fbar world fest football bp air
345,290.0,3.8,74,Musical instruments,kavana the amazing music keyboard piano for age th
241,1.0,4.0,448,Home Appliances,pureit wave plus l ro uv minerals water purifier
13,193.0,4.0,966,Food essentials,muchmore gourmetcocoa powdercakeunsweetenedbakingf
315,1.0,4.2,7329,Home Appliances,marq by flipkart aqua biz black tpt l ro uv uf
387,586.0,4.3,28,Musical instruments,stybits a kids piano keyboard piano for kids with m
273,423.0,1.0,98,Home Appliances,aiither aviral portable room air purifier
166,153.0,4.5,221,Food essentials,five star china grass agar agar solid
626,384.0,4.4,12574,Sports,krishyam person automatic double door camping ten
484,329.0,3.8,1194,Sports,boldfit cricket bat indoor outdoor turf bat plastic ten
616,998.0,3.8,8056,Sports,sas sports pack of large football bib
504,99.0,1.0,1433,Sports,gjshop pairs sun protection cooling sports exercising
243,12.0,3.8,1222,Home Appliances,rico w black hand blender
566,363.0,4.3,2173,Sports,countrylink indoor outdoor table tennis selftraining
562,627.0,3.8,26,Sports,rbgiit nylon and rubber material sport gloves speical w
189,36.0,4.2,5487,Home Appliances,whirlpool model ton star split inverter ac
475,357.0,4.0,900,Sports,knk hard plastic cricket kit for years kids bat
510,878.0,4.1,43,Sports,rbsock cricket sport arms protective glove cg cyclin
58,142.0,3.9,316,Food essentials,bake king pack of food essence flavour blue berry ba
474,398.0,3.6,365,Sports,silvers fire badminton combo rackets with shuttle p
560,1.0,3.7,3999,Sports,qoya black arm sleeve cycling gloves
252,420.0,4.4,4382,Home Appliances,pratham enterprise electric vegetable fruit chopper
21,277.0,4.3,11,Food essentials,renewtria combo of vermicelli golden silver ballsra
313,4.0,4.0,5487,Home Appliances,yaroh electric vegetable fruit chopper
459,99.0,3.7,3999,Sports,fitness scout pairs sun protection cooling sports exe
160,55.0,4.1,69,Food essentials,nature stuff premium quality natural citric acid
276,420.0,4.2,26441,Home Appliances,kinsco aqua punch l ro uv uf copper tds cont
191,649.0,4.3,349235,Home Appliances,bajaj majesty dx w dry iron
385,625.0,3.8,7,Musical instruments,amg music cm with head tambourine
413,701.0,5.0,65,Musical instruments,radhe flutes c natural right hand with velvet cover pvc
491,151.0,3.9,77,Sports,rbsock cricket sport arms protective glove cg cyclin
343,680.0,3.7,137,Musical instruments,kavana electronic piano keyboard recording and replay m
308,640.0,4.0,79640,Home Appliances,swiss wonder electric vegetable fruit slicer
130,236.0,4.3,196,Food essentials,five star china grass agar agar solid
99,140.0,4.3,244,Food essentials,emjer gms cmc powder glycerol monostearate gms powder
372,858.0,2.0,59,Musical instruments,sagaft a kids piano keyboard piano for kids with mic
87,135.0,5.0,196,Food essentials,five star china grass agar agar solid
458,139.0,3.8,2592,Sports,autosite sports arm sleeves boost performance comfort
330,4.0,4.1,18740,Home Appliances,nova plus by nova amaze ni w dry iron
214,257.0,4.0,17763,Home Appliances,orient electric ujala prime star mm blade ceil
466,455.0,4.0,9,Sports,bingo polarized riding glasses sports wraparound sun
121,116.0,4.5,13541,Food essentials,fyn baking soda powder pure food grade for baking co
614,1.0,3.7,1433,Sports,prikli multi sport skating and cycling protection set
20,188.0,4.1,758,Food essentials,bake king agar agar powder g agar agar for cake and p
71,167.0,3.9,114,Food essentials,goshudh premium quality baking sodameetha soda g ba
106,254.0,4.0,9,Food essentials,jamboree cake sponge improver useful when making cakes
270,1.0,3.0,362636,Home Appliances,homepro stainless steel water filter non electric
435,1.0,4.5,110,Musical instruments,mocking bird cm with head tambourine
102,158.0,4.4,517,Food essentials,papilon assorted culinary essence ml x bottles
